"X","B","Y","U2"
18,11,17.5,1
23,19.5,15.75,7
15,15.5,22.75,7
23,15.5,9.75,3
18,23,15.5,13
20,13,10.5,2
10,9,5.5,3
15,18.5,10.25,10
11,21.5,17.75,15
24,28,26,15
12,12,8,5
16,21,25.5,12
4,14,12,11
26,20,24,6
10,16,23,10
15,14.5,9.25,6
19,20.5,12.25,10
11,21.5,23.75,15
15,15.5,22.75,7
16,24,23,15
20,19,13.5,8
12,22,24,15
16,15,18.5,6
7,8.5,18.25,4
10,16,21,10
19,16.5,16.25,6
25,20.5,11.25,7
9,11.5,18.75,6
22,17,10.5,5
15,19.5,16.75,11
16,12,12,3
22,17,20.5,5
26,18,22,4
26,21,12.5,7
9,10.5,7.25,5
11,18.5,21.25,12
17,24.5,20.25,15
14,14,9,6
19,13.5,13.75,3
10,14,21,8
28,19,17.5,4
6,10,19,6
17,24.5,13.25,15
16,10,12,1
18,23,26.5,13
13,16.5,13.25,9
26,21,14.5,7
18,25,21.5,15
16,17,16.5,8
29,20.5,12.25,5
16,15,21.5,6
14,23,20.5,15
14,11,20.5,3
15,19.5,23.75,11
16,20,15,11
6,13,13.5,9
12,18,13,11
24,17,16.5,4
26,29,16.5,15
10,7,12.5,1
7,13.5,20.75,9
19,12.5,13.25,2
13,21.5,22.75,14
18,14,19,4
20,19,20.5,8
18,13,18.5,3
5,17.5,15.75,14
14,21,23.5,13
14,16,13,8
11,9.5,7.75,3
19,15.5,8.75,5
18,18,16,8
22,14,11,2
21,18.5,22.25,7
13,18.5,23.25,11
16,23,16.5,14
28,26,19,11
12,8,13,1
21,15.5,19.75,4
20,19,12.5,8
12,22,19,15
17,20.5,24.25,11
12,18,20,11
24,16,23,3
19,18.5,21.25,8
18,16,17,6
19,17.5,9.75,7
11,7.5,12.75,1
22,27,28.5,15
12,15,20.5,8
13,10.5,11.25,3
8,10,6,5
11,19.5,17.75,13
26,18,12,4
16,15,15.5,6
28,27,22.5,12
22,26,21,14
16,15,10.5,6
12,18,16,11
14,13,14.5,5
8,13,17.5,8
21,22.5,26.25,11
22,16,20,4
18,20,15,10
18,16,14,6
21,18.5,23.25,7
16,15,13.5,6
16,11,16.5,2
21,18.5,18.25,7
16,21,21.5,12
14,16,17,8
15,11.5,10.75,3
12,8,5,1
17,23.5,23.75,14
20,24,16,13
27,25.5,16.75,11
17,21.5,11.75,12
19,16.5,10.25,6
7,8.5,14.25,4
9,7.5,15.75,2
11,9.5,5.75,3
21,18.5,16.25,7
8,6,13,1
24,22,25,9
9,17.5,17.75,12
8,11,15.5,6
15,19.5,23.75,11
17,13.5,13.75,4
25,17.5,21.75,4
9,8.5,13.25,3
17,15.5,15.75,6
7,18.5,14.25,14
20,16,23,5
13,21.5,18.75,14
25,25.5,19.75,12
26,18,24,4
6,8,5,4
15,23.5,25.75,15
26,20,24,6
23,17.5,19.75,5
21,21.5,21.75,10
13,14.5,9.25,7
5,4.5,3.25,1
25,18.5,23.25,5
17,17.5,12.75,8
3,7.5,18.75,5
15,20.5,14.25,12
11,15.5,8.75,9
26,26,24,12
27,16.5,20.25,2
3,4.5,11.25,2
22,16,18,4
8,9,16.5,4
12,22,24,15
17,10.5,18.25,1
16,16,9,7
14,11,20.5,3
5,7.5,7.75,4
11,18.5,10.25,12
14,10,7,2
25,19.5,17.75,6
16,13,20.5,4
23,21.5,12.75,9
23,25.5,27.75,13
26,17,16.5,3
11,11.5,15.75,5
15,19.5,24.75,11
12,20,11,13
6,18,16,14
15,22.5,19.25,14
12,21,22.5,14
12,22,20,15
12,11,19.5,4
12,11,20.5,4
13,14.5,13.25,7
17,14.5,11.25,5
15,9.5,6.75,1
16,22,13,13
18,19,18.5,9
19,19.5,24.75,9
10,19,13.5,13
20,21,13.5,10
7,6.5,15.25,2
4,17,18.5,14
17,10.5,14.25,1
23,19.5,23.75,7
17,16.5,15.25,7
9,12.5,21.25,7
16,11,18.5,2
21,26.5,21.25,15
22,16,13,4
20,14,14,3
15,14.5,22.25,6
11,21.5,13.75,15
23,27.5,26.75,15
19,18.5,21.25,8
15,15.5,13.75,7
23,19.5,13.75,7
17,19.5,16.75,10
24,26,19,13
16,22,15,13
17,24.5,16.25,15
7,8.5,13.25,4
12,18,20,11
6,16,20,12
14,19,10.5,11
15,23.5,19.75,15
23,15.5,21.75,3
15,17.5,22.75,9
20,26,16,15
15,22.5,23.25,14
13,22.5,15.25,15
22,15,19.5,3
9,13.5,20.75,8
19,18.5,10.25,8
28,22,26,7
13,11.5,19.75,4
17,13.5,15.75,4
8,11,19.5,6
16,20,18,11
12,18,15,11
22,17,12.5,5
30,22,20,6
23,27.5,18.75,15
8,20,20,15
16,23,17.5,14
20,14,21,3
8,7,6.5,2
7,11.5,18.75,7
18,17,19.5,7
16,13,14.5,4
22,16,14,4
9,13.5,13.75,8
7,10.5,8.25,6
23,26.5,28.25,14
16,10,20,1
13,8.5,11.25,1
26,27,14.5,13
15,15.5,20.75,7
10,13,18.5,7
17,22.5,21.25,13
23,21.5,22.75,9
16,16,19,7
10,12,7,6
15,13.5,18.75,5
2,16,23,14
17,24.5,17.25,15
17,22.5,18.25,13
14,19,23.5,11
17,14.5,13.25,5
7,8.5,6.25,4
17,10.5,12.25,1
16,17,9.5,8
13,22.5,23.25,15
11,7.5,12.75,1
6,15,18.5,11
25,24.5,15.25,11
22,16,18,4
26,26,17,12
19,13.5,15.75,3
10,9,9.5,3
16,16,15,7
13,20.5,21.25,13
11,7.5,13.75,1
15,18.5,14.25,10
17,19.5,14.75,10
16,24,27,15
16,23,12.5,14
14,18,24,10
4,10,8,7
9,10.5,20.25,5
22,25,21.5,13
7,14.5,17.25,10
17,20.5,17.25,11
13,10.5,9.25,3
18,13,14.5,3
20,20,24,9
13,18.5,11.25,11
9,11.5,19.75,6
26,15,22.5,1
14,13,19.5,5
27,20.5,20.25,6
13,22.5,23.25,15
17,15.5,20.75,6
18,17,20.5,7
25,20.5,21.25,7
9,12.5,18.25,7
9,13.5,15.75,8
13,17.5,18.75,10
17,13.5,9.75,4
16,12,8,3
15,21.5,12.75,13
20,22,14,11
26,26,14,12
21,18.5,22.25,7
10,8,10,2
14,22,24,14
9,10.5,19.25,5
4,4,16,1
9,19.5,20.75,14
16,17,15.5,8
14,22,23,14
14,19,12.5,11
16,22,15,13
19,16.5,10.25,6
28,26,17,11
10,13,8.5,7
22,20,12,8
14,12,8,4
8,17,12.5,12
26,20,20,6
16,21,17.5,12
21,26.5,24.25,15
13,12.5,15.25,5
22,23,16.5,11
15,9.5,7.75,1
11,7.5,9.75,1
28,19,23.5,4
11,14.5,15.25,8
25,27.5,26.75,14
21,21.5,25.75,10
18,24,17,14
15,14.5,20.25,6
18,21,23.5,11
30,30,27,14
13,9.5,10.75,2
7,10.5,12.25,6
18,20,22,10
14,17,17.5,9
26,22,12,8
19,17.5,22.75,7
17,18.5,21.25,9
18,19,19.5,9
14,14,21,6
18,21,23.5,11
18,24,27,14
19,21.5,24.75,11
12,21,12.5,14
11,11.5,10.75,5
18,18,15,8
12,19,17.5,12
21,24.5,19.25,13
9,15.5,15.75,10
11,11.5,17.75,5
20,22,13,11
22,19,20.5,7
14,17,14.5,9
7,8.5,14.25,4
7,19.5,12.75,15
14,11,13.5,3
7,9.5,15.75,5
7,7.5,14.75,3
21,13.5,16.75,2
19,22.5,22.25,12
24,21,22.5,8
16,15,14.5,6
15,21.5,24.75,13
20,12,15,1
8,6,12,1
25,23.5,18.75,10
18,12,9,2
15,10.5,12.25,2
14,22,13,14
26,15,19.5,1
15,9.5,19.75,1
9,18.5,17.25,13
21,21.5,25.75,10
8,13,8.5,8
25,28.5,19.25,15
18,14,10,4
10,15,17.5,9
17,19.5,19.75,10
16,10,20,1
22,25,23.5,13
14,9,17.5,1
24,14,16,1
19,11.5,14.75,1
17,19.5,12.75,10
22,22,19,10
18,17,9.5,7
15,11.5,6.75,3
23,22.5,24.25,10
22,15,9.5,3
19,24.5,25.25,14
18,11,7.5,1
16,24,25,15
12,15,8.5,8
17,16.5,11.25,7
9,10.5,16.25,5
10,11,11.5,5
7,19.5,20.75,15
23,21.5,18.75,9
21,17.5,17.75,6
17,23.5,24.75,14
25,16.5,12.25,3
15,21.5,17.75,13
13,15.5,16.75,8
11,21.5,15.75,15
16,19,13.5,10
19,24.5,27.25,14
18,25,19.5,15
8,11,8.5,6
15,13.5,16.75,5
12,19,20.5,12
21,24.5,15.25,13
8,14,19,9
12,14,17,7
8,6,10,1
12,14,13,7
13,18.5,10.25,11
22,25,27.5,13
24,20,20,7
9,16.5,16.25,11
11,15.5,11.75,9
23,15.5,10.75,3
21,12.5,10.25,1
17,10.5,14.25,1
18,14,10,4
12,19,24.5,12
20,24,27,13
11,17.5,10.75,11
6,18,19,14
20,23,20.5,12
15,10.5,7.25,2
7,19.5,20.75,15
6,14,22,10
11,20.5,12.25,14
11,10.5,18.25,4
11,10.5,10.25,4
17,19.5,12.75,10
10,20,21,14
19,17.5,23.75,7
25,28.5,23.25,15
6,18,15,14
11,14.5,8.25,8
23,18.5,11.25,6
14,20,17,12
6,5,12.5,1
21,25.5,18.75,14
20,14,16,3
21,26.5,25.25,15
14,10,16,2
12,19,14.5,12
11,16.5,15.25,10
20,17,10.5,6
13,12.5,12.25,5
18,15,22.5,5
20,17,12.5,6
22,21,13.5,9
30,28,18,12
20,26,22,15
14,19,23.5,11
20,21,22.5,10
2,6,12,4
25,28.5,17.25,15
9,6.5,4.25,1
19,15.5,14.75,5
13,16.5,11.25,9
18,21,24.5,11
18,25,18.5,15
14,17,17.5,9
18,16,21,6
14,14,10,6
14,16,9,8
16,23,23.5,14
19,15.5,14.75,5
26,18,23,4
10,12,8,6
24,27,16.5,14
19,16.5,18.25,6
21,26.5,28.25,15
16,13,10.5,4
18,14,17,4
17,23.5,17.75,14
8,11,17.5,6
9,10.5,8.25,5
20,26,16,15
7,10.5,13.25,6
14,12,8,4
18,18,14,8
10,15,22.5,9
12,19,16.5,12
27,15.5,10.75,1
7,17.5,12.75,13
16,18,21,9
17,10.5,6.25,1
13,9.5,10.75,2
27,27.5,24.75,13
6,9,18.5,5
20,25,26.5,14
4,10,19,7
20,24,14,13
14,11,19.5,3
17,16.5,23.25,7
17,12.5,9.25,3
5,11.5,20.75,8
14,16,16,8
20,23,14.5,12
17,14.5,8.25,5
11,13.5,9.75,7
22,20,13,8
7,6.5,9.25,2
12,21,18.5,14
18,12,11,2
24,21,21.5,8
12,9,8.5,2
16,17,13.5,8
12,15,21.5,8
13,19.5,10.75,12
10,9,11.5,3
29,17.5,23.75,2
11,12.5,19.25,6
20,17,11.5,6
7,7.5,6.75,3
20,14,12,3
20,20,16,9
13,12.5,12.25,5
15,15.5,15.75,7
19,14.5,22.25,4
12,8,9,1
16,19,20.5,10
7,8.5,18.25,4
16,14,13,5
18,19,14.5,9
16,12,13,3
10,10,12,4
16,22,21,13
3,6.5,13.25,4
22,25,25.5,13
25,15.5,16.75,2
13,8.5,15.25,1
21,20.5,18.25,9
23,24.5,18.25,12
18,14,16,4
21,22.5,26.25,11
13,22.5,21.25,15
19,12.5,15.25,2
4,9,12.5,6
2,15,9.5,13
16,21,18.5,12
10,17,19.5,11
10,20,12,14
7,13.5,8.75,9
17,19.5,17.75,10
7,12.5,7.25,8
11,16.5,17.25,10
2,15,11.5,13
14,23,25.5,15
26,24,14,10
14,9,15.5,1
8,15,20.5,10
24,27,27.5,14
11,14.5,12.25,8
15,13.5,20.75,5
21,21.5,11.75,10
28,17,21.5,2
13,13.5,17.75,6
21,22.5,26.25,11
16,13,19.5,4
16,15,15.5,6
16,21,21.5,12
14,14,9,6
19,25.5,22.75,15
12,18,16,11
27,20.5,18.25,6
21,14.5,9.25,3
23,16.5,20.25,4
20,12,15,1
12,9,16.5,2
23,24.5,20.25,12
26,25,27.5,11
15,15.5,18.75,7
24,26,18,13
21,21.5,22.75,10
15,9.5,18.75,1
16,19,11.5,10
15,11.5,17.75,3
13,17.5,15.75,10
17,11.5,10.75,2
19,25.5,14.75,15
15,22.5,14.25,14
12,13,7.5,6
25,17.5,11.75,4
22,26,16,14
16,14,22,5
22,22,12,10
14,10,11,2
20,15,16.5,4
13,21.5,12.75,14
4,15,21.5,12
12,22,21,15
19,21.5,21.75,11
9,9.5,8.75,4
25,18.5,21.25,5
23,20.5,25.25,8
11,18.5,21.25,12
20,20,19,9
4,5,5.5,2
16,19,23.5,10
8,19,23.5,14
14,11,6.5,3
7,15.5,18.75,11
8,17,22.5,12
14,16,14,8
29,17.5,10.75,2
6,14,9,10
21,13.5,8.75,2
16,22,14,13
19,17.5,19.75,7
21,19.5,18.75,8
22,25,15.5,13
21,21.5,25.75,10
15,13.5,16.75,5
6,9,9.5,5
18,21,25.5,11
15,12.5,9.25,4
6,14,12,10
13,15.5,20.75,8
17,21.5,24.75,12
23,15.5,8.75,3
16,11,6.5,2
9,9.5,6.75,4
14,23,22.5,15
27,16.5,9.25,2
12,15,20.5,8
12,14,16,7
11,10.5,16.25,4
21,16.5,23.25,5
18,14,19,4
17,24.5,23.25,15
24,23,18.5,10
15,22.5,23.25,14
25,22.5,24.25,9
17,21.5,25.75,12
20,23,22.5,12
13,11.5,16.75,4
15,15.5,9.75,7
22,22,18,10
12,20,15,13
17,21.5,18.75,12
19,18.5,13.25,8
9,19.5,13.75,14
20,13,7.5,2
12,12,17,5
27,18.5,18.25,4
14,9,17.5,1
25,22.5,20.25,9
12,12,15,5
17,14.5,17.25,5
16,19,15.5,10
22,16,19,4
26,25,21.5,11
21,22.5,17.25,11
21,26.5,18.25,15
23,13.5,10.75,1
18,24,15,14
10,17,10.5,11
23,20.5,23.25,8
22,26,22,14
16,12,13,3
17,20.5,14.25,11
9,15.5,21.75,10
14,10,17,2
5,5.5,3.75,2
12,12,17,5
12,14,15,7
25,18.5,10.25,5
16,16,16,7
20,24,26,13
19,13.5,10.75,3
11,8.5,19.25,2
2,12,13,10
15,17.5,13.75,9
18,17,14.5,7
16,22,22,13
24,26,21,13
16,11,11.5,2
19,11.5,18.75,1
21,22.5,17.25,11
19,11.5,16.75,1
2,12,19,10
16,24,18,15
15,22.5,15.25,14
12,13,10.5,6
12,20,14,13
13,15.5,12.75,8
21,22.5,18.25,11
20,16,20,5
12,18,10,11
13,8.5,17.25,1
10,9,16.5,3
9,7.5,17.75,2
18,13,16.5,3
9,9.5,12.75,4
13,19.5,16.75,12
26,19,15.5,5
5,6.5,11.25,3
12,18,15,11
13,8.5,10.25,1
8,15,21.5,10
21,15.5,22.75,4
16,14,20,5
17,11.5,8.75,2
17,21.5,19.75,12
21,22.5,20.25,11
16,11,19.5,2
20,13,11.5,2
17,16.5,13.25,7
18,13,10.5,3
11,17.5,19.75,11
20,14,19,3
26,16,18,2
22,21,24.5,9
6,7,5.5,3
19,22.5,16.25,12
13,13.5,18.75,6
12,11,12.5,4
28,17,21.5,2
15,18.5,12.25,10
28,26,23,11
12,20,19,13
12,9,8.5,2
13,13.5,10.75,6
12,14,10,7
15,13.5,21.75,5
11,16.5,20.25,10
24,25,22.5,12
17,10.5,18.25,1
14,11,11.5,3
14,10,14,2
9,11.5,9.75,6
23,17.5,20.75,5
7,5.5,8.75,1
23,17.5,15.75,5
9,19.5,11.75,14
23,20.5,16.25,8
16,12,17,3
23,24.5,24.25,12
20,21,22.5,10
14,19,19.5,11
15,22.5,17.25,14
12,16,14,9
19,24.5,19.25,14
19,20.5,19.25,10
11,9.5,18.75,3
7,7.5,14.75,3
7,7.5,17.75,3
20,12,20,1
12,8,18,1
21,21.5,24.75,10
19,17.5,14.75,7
19,25.5,21.75,15
5,5.5,7.75,2
23,13.5,15.75,1
19,12.5,14.25,2
20,26,25,15
18,14,16,4
23,20.5,15.25,8
15,15.5,22.75,7
7,9.5,18.75,5
2,16,14,14
11,16.5,19.25,10
30,29,19.5,13
16,16,13,7
16,15,8.5,6
22,19,19.5,7
20,20,23,9
19,13.5,14.75,3
15,13.5,9.75,5
12,10,14,3
6,19,23.5,15
13,18.5,16.25,11
15,10.5,11.25,2
23,22.5,26.25,10
8,8,19,3
15,20.5,11.25,12
20,23,22.5,12
13,16.5,12.25,9
4,5,6.5,2
14,19,19.5,11
17,10.5,11.25,1
10,12,7,6
12,15,12.5,8
20,13,16.5,2
14,16,17,8
22,15,9.5,3
12,9,11.5,2
18,14,9,4
7,6.5,6.25,2
9,9.5,13.75,4
17,10.5,13.25,1
27,22.5,13.25,8
4,18,13,15
22,27,16.5,15
14,12,21,4
7,11.5,16.75,7
12,8,19,1
11,7.5,15.75,1
9,12.5,7.25,7
23,25.5,24.75,13
21,20.5,24.25,9
19,22.5,19.25,12
14,16,20,8
20,13,14.5,2
29,26.5,21.25,11
17,21.5,15.75,12
12,19,24.5,12
10,15,15.5,9
21,25.5,21.75,14
21,25.5,17.75,14
13,18.5,10.25,11
17,24.5,23.25,15
14,11,17.5,3
24,25,25.5,12
7,10.5,14.25,6
7,11.5,18.75,7
13,19.5,11.75,12
15,10.5,10.25,2
17,20.5,23.25,11
12,16,17,9
16,18,23,9
15,9.5,11.75,1
18,17,20.5,7
10,14,10,8
13,14.5,12.25,7
14,13,10.5,5
8,11,9.5,6
9,8.5,7.25,3
8,8,7,3
15,12.5,18.25,4
9,7.5,8.75,2
28,30,24,15
23,20.5,20.25,8
7,7.5,17.75,3
25,22.5,24.25,9
19,21.5,24.75,11
15,20.5,25.25,12
19,25.5,19.75,15
15,20.5,21.25,12
12,16,20,9
21,18.5,11.25,7
16,13,9.5,4
17,22.5,13.25,13
11,20.5,17.25,14
14,11,18.5,3
14,10,19,2
15,14.5,21.25,6
24,25,22.5,12
13,13.5,16.75,6
26,20,11,6
10,18,19,12
15,17.5,21.75,9
3,13.5,9.75,11
14,10,19,2
9,11.5,15.75,6
15,21.5,21.75,13
16,23,14.5,14
12,22,12,15
12,15,12.5,8
10,15,21.5,9
25,28.5,19.25,15
9,18.5,11.25,13
9,14.5,21.25,9
4,13,11.5,10
25,24.5,21.25,11
23,22.5,16.25,10
18,25,24.5,15
13,20.5,19.25,13
18,16,18,6
10,14,22,8
13,15.5,15.75,8
22,21,12.5,9
14,17,10.5,9
5,14.5,21.25,11
18,25,27.5,15
11,20.5,15.25,14
24,16,9,3
6,9,16.5,5
17,21.5,15.75,12
9,14.5,22.25,9
26,22,19,8
7,18.5,19.25,14
16,14,20,5
6,16,9,12
26,16,22,2
13,14.5,8.25,7
9,18.5,19.25,13
18,18,18,8
22,18,12,6
2,13,20.5,11
7,8.5,7.25,4
6,9,8.5,5
14,21,13.5,13
18,17,11.5,7
8,16,14,11
25,26.5,18.25,13
13,9.5,14.75,2
12,20,18,13
5,16.5,13.25,13
18,22,17,12
6,12,10,8
5,12.5,10.25,9
16,13,7.5,4
21,23.5,23.75,12
12,12,13,5
13,9.5,9.75,2
15,9.5,12.75,1
11,20.5,18.25,14
13,17.5,13.75,10
16,21,14.5,12
10,10,18,4
15,23.5,23.75,15
14,10,20,2
15,14.5,8.25,6
27,26.5,24.25,12
20,19,11.5,8
5,13.5,12.75,10
15,17.5,17.75,9
17,22.5,25.25,13
22,16,15,4
18,16,12,6
25,14.5,20.25,1
8,15,15.5,10
12,20,15,13
15,10.5,18.25,2
22,25,25.5,13
7,18.5,11.25,14
12,19,16.5,12
13,10.5,12.25,3
14,18,15,10
18,23,12.5,13
17,23.5,22.75,14
16,10,8,1
25,15.5,17.75,2
22,20,11,8
15,18.5,20.25,10
24,21,18.5,8
14,9,12.5,1
19,16.5,14.25,6
17,14.5,22.25,5
21,25.5,17.75,14
22,22,23,10
13,13.5,18.75,6
14,10,17,2
9,6.5,18.25,1
17,19.5,17.75,10
21,24.5,21.25,13
6,6,8,2
7,16.5,14.25,12
22,15,10.5,3
16,21,14.5,12
28,17,11.5,2
5,18.5,10.25,15
14,14,12,6
17,20.5,21.25,11
18,13,20.5,3
13,22.5,12.25,15
20,12,16,1
16,11,17.5,2
25,15.5,22.75,2
23,14.5,22.25,2
9,18.5,11.25,13
15,10.5,12.25,2
20,20,18,9
29,20.5,14.25,5
14,13,15.5,5
18,22,17,12
19,11.5,11.75,1
18,23,14.5,13
15,21.5,24.75,13
7,8.5,12.25,4
15,13.5,15.75,5
15,14.5,20.25,6
8,10,16,5
11,14.5,10.25,8
25,27.5,21.75,14
22,14,18,2
26,20,12,6
10,12,21,6
6,14,8,10
11,18.5,18.25,12
17,22.5,20.25,13
20,22,15,11
25,18.5,18.25,5
6,13,12.5,9
14,14,19,6
18,17,14.5,7
8,6,5,1
14,11,9.5,3
17,13.5,21.75,4
20,22,15,11
15,14.5,8.25,6
17,22.5,23.25,13
11,18.5,21.25,12
5,9.5,18.75,6
19,12.5,13.25,2
14,14,15,6
26,15,17.5,1
23,27.5,15.75,15
13,18.5,14.25,11
14,9,17.5,1
15,19.5,17.75,11
15,14.5,20.25,6
11,14.5,21.25,8
15,18.5,20.25,10
8,10,11,5
4,4,12,1
7,5.5,9.75,1
21,18.5,14.25,7
9,14.5,15.25,9
23,22.5,17.25,10
28,27,25.5,12
17,22.5,26.25,13
26,23,26.5,9
15,14.5,8.25,6
3,8.5,5.25,6
16,11,20.5,2
19,24.5,26.25,14
13,17.5,15.75,10
22,27,15.5,15
17,22.5,12.25,13
23,18.5,19.25,6
12,9,16.5,2
13,10.5,11.25,3
15,14.5,8.25,6
27,24.5,23.25,10
15,12.5,19.25,4
20,25,14.5,14
17,20.5,12.25,11
23,20.5,15.25,8
25,28.5,15.25,15
21,24.5,25.25,13
6,13,20.5,9
22,26,17,14
16,12,13,3
20,22,12,11
15,17.5,13.75,9
14,14,10,6
15,17.5,22.75,9
17,10.5,7.25,1
12,21,20.5,14
22,26,20,14
16,23,17.5,14
14,11,10.5,3
14,16,10,8
15,11.5,12.75,3
13,10.5,19.25,3
10,21,16.5,15
20,14,17,3
9,15.5,22.75,10
2,15,15.5,13
25,28.5,16.25,15
5,7.5,12.75,4
11,16.5,10.25,10
16,16,16,7
6,9,19.5,5
13,11.5,15.75,4
12,11,7.5,4
13,13.5,17.75,6
19,16.5,10.25,6
4,8,11,5
14,20,20,12
17,14.5,16.25,5
19,12.5,13.25,2
11,7.5,8.75,1
20,24,14,13
23,17.5,9.75,5
15,19.5,24.75,11
10,12,15,6
10,17,19.5,11
16,17,18.5,8
12,13,13.5,6
3,10.5,11.25,8
11,11.5,11.75,5
16,12,11,3
11,18.5,11.25,12
28,18,18,3
11,21.5,20.75,15
4,16,17,13
25,25.5,27.75,12
14,10,18,2
17,16.5,17.25,7
17,17.5,16.75,8
11,15.5,14.75,9
19,21.5,13.75,11
12,12,21,5
9,8.5,6.25,3
14,20,23,12
15,22.5,19.25,14
6,14,8,10
11,9.5,11.75,3
12,11,17.5,4
14,13,13.5,5
14,16,15,8
16,13,21.5,4
13,11.5,6.75,4
26,16,15,2
15,23.5,20.75,15
14,10,20,2
20,26,27,15
18,18,14,8
9,19.5,21.75,14
14,15,21.5,7
12,12,17,5
25,14.5,18.25,1
12,21,19.5,14
25,23.5,25.75,10
16,23,23.5,14
8,14,13,9
14,17,23.5,9
25,21.5,20.75,8
14,14,8,6
15,15.5,11.75,7
20,18,16,7
25,24.5,21.25,11
4,9,11.5,6
19,22.5,23.25,12
15,22.5,16.25,14
10,14,17,8
25,16.5,19.25,3
19,13.5,13.75,3
22,22,22,10
11,11.5,17.75,5
16,24,22,15
14,19,24.5,11
22,26,18,14
15,14.5,19.25,6
19,18.5,12.25,8
11,7.5,8.75,1
15,14.5,8.25,6
18,22,15,12
19,12.5,12.25,2
14,19,24.5,11
12,14,16,7
16,16,13,7
21,20.5,12.25,9
13,20.5,22.25,13
8,17,16.5,12
4,12,9,9
17,16.5,17.25,7
17,15.5,9.75,6
10,10,13,4
17,17.5,16.75,8
11,7.5,8.75,1
6,8,16,4
28,20,18,5
7,10.5,17.25,6
23,24.5,26.25,12
22,21,22.5,9
11,10.5,13.25,4
30,21,13.5,5
17,23.5,19.75,14
16,15,17.5,6
21,22.5,20.25,11
7,17.5,13.75,13
7,7.5,14.75,3
23,17.5,11.75,5
15,17.5,16.75,9
22,21,24.5,9
11,14.5,8.25,8
21,21.5,19.75,10
7,14.5,20.25,10
4,7,4.5,4
26,27,14.5,13
14,16,18,8
23,15.5,22.75,3
10,7,15.5,1
10,13,8.5,7
15,22.5,18.25,14
15,23.5,12.75,15
14,14,17,6
15,23.5,13.75,15
7,11.5,10.75,7
19,22.5,25.25,12
10,10,14,4
23,16.5,20.25,4
11,7.5,6.75,1
20,19,22.5,8
12,8,14,1
24,19,11.5,6
18,17,19.5,7
24,27,25.5,14
28,26,26,11
11,13.5,20.75,7
11,14.5,11.25,8
20,19,19.5,8
3,11.5,18.75,9
13,15.5,12.75,8
19,12.5,16.25,2
19,21.5,20.75,11
8,16,23,11
7,8.5,12.25,4
13,15.5,12.75,8
16,21,18.5,12
12,20,14,13
27,29.5,24.75,15
15,16.5,18.25,8
15,10.5,19.25,2
18,12,12,2
3,10.5,19.25,8
21,15.5,20.75,4
8,17,23.5,12
25,19.5,18.75,6
8,11,19.5,6
16,12,19,3
17,23.5,21.75,14
21,23.5,18.75,12
17,21.5,12.75,12
27,17.5,17.75,3
23,15.5,22.75,3
23,21.5,11.75,9
18,16,16,6
15,17.5,12.75,9
15,16.5,17.25,8
24,21,13.5,8
25,19.5,23.75,6
24,28,19,15
5,11.5,16.75,8
10,21,21.5,15
17,10.5,9.25,1
9,6.5,8.25,1
25,14.5,9.25,1
10,20,24,14
15,18.5,19.25,10
18,14,22,4
17,16.5,15.25,7
26,19,10.5,5
18,22,19,12
10,9,14.5,3
7,18.5,13.25,14
24,22,20,9
25,14.5,18.25,1
20,22,22,11
15,11.5,17.75,3
27,18.5,10.25,4
24,24,15,11
8,9,5.5,4
14,12,17,4
13,11.5,6.75,4
23,14.5,19.25,2
9,20.5,12.25,15
22,22,15,10
24,15,17.5,2
8,13,12.5,8
19,22.5,24.25,12
20,23,24.5,12
27,27.5,17.75,13
15,23.5,23.75,15
12,10,17,3
18,24,14,14
17,20.5,21.25,11
12,18,18,11
13,22.5,26.25,15
22,23,26.5,11
18,11,19.5,1
25,18.5,17.25,5
4,15,19.5,12
6,8,10,4
23,25.5,20.75,13
19,14.5,18.25,4
17,20.5,13.25,11
16,19,13.5,10
26,19,21.5,5
8,14,16,9
9,13.5,19.75,8
18,24,24,14
18,12,18,2
17,15.5,21.75,6
27,29.5,29.75,15
22,27,26.5,15
14,21,12.5,13
14,12,14,4
15,11.5,20.75,3
15,10.5,17.25,2
26,18,15,4
20,19,15.5,8
24,22,18,9
10,15,13.5,9
17,15.5,20.75,6
13,19.5,23.75,12
16,14,22,5
16,23,20.5,14
17,24.5,26.25,15
9,10.5,8.25,5
19,20.5,18.25,10
3,4.5,7.25,2
25,21.5,16.75,8
9,9.5,8.75,4
23,13.5,10.75,1
13,17.5,9.75,10
26,22,23,8
5,12.5,15.25,9
18,11,15.5,1
14,10,18,2
21,24.5,15.25,13
12,16,11,9
23,14.5,15.25,2
26,17,11.5,3
18,21,24.5,11
15,23.5,21.75,15
12,9,5.5,2
26,17,20.5,3
8,17,13.5,12
16,12,8,3
15,23.5,15.75,15
16,14,10,5
5,10.5,6.25,7
16,18,13,9
18,23,26.5,13
26,15,9.5,1
17,21.5,25.75,12
11,14.5,10.25,8
18,16,14,6
7,8.5,16.25,4
22,15,20.5,3
8,10,15,5
20,19,23.5,8
25,26.5,27.25,13
15,13.5,10.75,5
9,18.5,24.25,13
10,11,18.5,5
17,10.5,14.25,1
20,12,15,1
6,12,21,8
8,8,14,3
9,9.5,13.75,4
12,22,24,15
23,27.5,15.75,15
16,23,15.5,14
16,10,8,1
24,16,10,3
16,20,12,11
15,18.5,18.25,10
21,21.5,11.75,10
