"X","B","Y"
28,19,23.5
11,14.5,15.25
25,27.5,26.75
21,21.5,25.75
18,24,17
15,14.5,20.25
18,21,23.5
30,30,27
13,9.5,10.75
7,10.5,12.25
18,20,22
14,17,17.5
26,22,12
19,17.5,22.75
17,18.5,21.25
18,19,19.5
14,14,21
18,21,23.5
18,24,27
19,21.5,24.75
12,21,12.5
11,11.5,10.75
18,18,15
12,19,17.5
21,24.5,19.25
9,15.5,15.75
11,11.5,17.75
20,22,13
22,19,20.5
14,17,14.5
7,8.5,14.25
7,19.5,12.75
14,11,13.5
7,9.5,15.75
7,7.5,14.75
21,13.5,16.75
19,22.5,22.25
24,21,22.5
16,15,14.5
15,21.5,24.75
20,12,15
8,6,12
25,23.5,18.75
18,12,9
15,10.5,12.25
14,22,13
26,15,19.5
15,9.5,19.75
9,18.5,17.25
21,21.5,25.75
8,13,8.5
25,28.5,19.25
18,14,10
10,15,17.5
17,19.5,19.75
16,10,20
22,25,23.5
14,9,17.5
24,14,16
19,11.5,14.75
17,19.5,12.75
22,22,19
18,17,9.5
15,11.5,6.75
23,22.5,24.25
22,15,9.5
19,24.5,25.25
18,11,7.5
16,24,25
12,15,8.5
17,16.5,11.25
9,10.5,16.25
10,11,11.5
7,19.5,20.75
23,21.5,18.75
21,17.5,17.75
17,23.5,24.75
25,16.5,12.25
15,21.5,17.75
13,15.5,16.75
11,21.5,15.75
16,19,13.5
19,24.5,27.25
18,25,19.5
8,11,8.5
15,13.5,16.75
12,19,20.5
21,24.5,15.25
8,14,19
12,14,17
8,6,10
12,14,13
13,18.5,10.25
22,25,27.5
24,20,20
9,16.5,16.25
11,15.5,11.75
23,15.5,10.75
21,12.5,10.25
17,10.5,14.25
18,14,10
12,19,24.5
20,24,27
11,17.5,10.75
6,18,19
20,23,20.5
15,10.5,7.25
7,19.5,20.75
6,14,22
11,20.5,12.25
11,10.5,18.25
11,10.5,10.25
17,19.5,12.75
10,20,21
19,17.5,23.75
25,28.5,23.25
6,18,15
11,14.5,8.25
23,18.5,11.25
14,20,17
6,5,12.5
21,25.5,18.75
20,14,16
21,26.5,25.25
14,10,16
12,19,14.5
11,16.5,15.25
20,17,10.5
13,12.5,12.25
18,15,22.5
20,17,12.5
22,21,13.5
30,28,18
20,26,22
14,19,23.5
20,21,22.5
2,6,12
25,28.5,17.25
9,6.5,4.25
19,15.5,14.75
13,16.5,11.25
18,21,24.5
18,25,18.5
14,17,17.5
18,16,21
14,14,10
14,16,9
16,23,23.5
19,15.5,14.75
26,18,23
10,12,8
24,27,16.5
19,16.5,18.25
21,26.5,28.25
16,13,10.5
18,14,17
17,23.5,17.75
8,11,17.5
9,10.5,8.25
20,26,16
7,10.5,13.25
14,12,8
18,18,14
10,15,22.5
12,19,16.5
27,15.5,10.75
7,17.5,12.75
16,18,21
17,10.5,6.25
13,9.5,10.75
27,27.5,24.75
6,9,18.5
20,25,26.5
4,10,19
20,24,14
14,11,19.5
17,16.5,23.25
17,12.5,9.25
5,11.5,20.75
14,16,16
20,23,14.5
17,14.5,8.25
11,13.5,9.75
22,20,13
7,6.5,9.25
12,21,18.5
18,12,11
24,21,21.5
12,9,8.5
16,17,13.5
12,15,21.5
13,19.5,10.75
10,9,11.5
29,17.5,23.75
11,12.5,19.25
20,17,11.5
7,7.5,6.75
20,14,12
20,20,16
13,12.5,12.25
15,15.5,15.75
19,14.5,22.25
12,8,9
16,19,20.5
7,8.5,18.25
16,14,13
18,19,14.5
16,12,13
10,10,12
16,22,21
3,6.5,13.25
22,25,25.5
25,15.5,16.75
13,8.5,15.25
21,20.5,18.25
23,24.5,18.25
18,14,16
21,22.5,26.25
13,22.5,21.25
19,12.5,15.25
4,9,12.5
2,15,9.5
16,21,18.5
10,17,19.5
10,20,12
7,13.5,8.75
17,19.5,17.75
7,12.5,7.25
11,16.5,17.25
2,15,11.5
14,23,25.5
26,24,14
14,9,15.5
8,15,20.5
24,27,27.5
11,14.5,12.25
15,13.5,20.75
21,21.5,11.75
28,17,21.5
13,13.5,17.75
21,22.5,26.25
16,13,19.5
16,15,15.5
16,21,21.5
14,14,9
19,25.5,22.75
12,18,16
27,20.5,18.25
21,14.5,9.25
23,16.5,20.25
20,12,15
12,9,16.5
23,24.5,20.25
26,25,27.5
15,15.5,18.75
24,26,18
21,21.5,22.75
15,9.5,18.75
16,19,11.5
15,11.5,17.75
13,17.5,15.75
17,11.5,10.75
19,25.5,14.75
15,22.5,14.25
12,13,7.5
25,17.5,11.75
22,26,16
16,14,22
22,22,12
14,10,11
20,15,16.5
13,21.5,12.75
4,15,21.5
12,22,21
19,21.5,21.75
9,9.5,8.75
25,18.5,21.25
23,20.5,25.25
11,18.5,21.25
20,20,19
4,5,5.5
16,19,23.5
8,19,23.5
14,11,6.5
7,15.5,18.75
8,17,22.5
14,16,14
29,17.5,10.75
6,14,9
21,13.5,8.75
16,22,14
19,17.5,19.75
21,19.5,18.75
22,25,15.5
21,21.5,25.75
15,13.5,16.75
6,9,9.5
18,21,25.5
15,12.5,9.25
6,14,12
13,15.5,20.75
17,21.5,24.75
23,15.5,8.75
16,11,6.5
9,9.5,6.75
14,23,22.5
27,16.5,9.25
12,15,20.5
12,14,16
11,10.5,16.25
21,16.5,23.25
18,14,19
17,24.5,23.25
24,23,18.5
15,22.5,23.25
25,22.5,24.25
17,21.5,25.75
20,23,22.5
13,11.5,16.75
15,15.5,9.75
22,22,18
12,20,15
17,21.5,18.75
19,18.5,13.25
9,19.5,13.75
20,13,7.5
12,12,17
27,18.5,18.25
14,9,17.5
25,22.5,20.25
12,12,15
17,14.5,17.25
16,19,15.5
22,16,19
26,25,21.5
21,22.5,17.25
21,26.5,18.25
23,13.5,10.75
18,24,15
10,17,10.5
23,20.5,23.25
22,26,22
16,12,13
17,20.5,14.25
9,15.5,21.75
14,10,17
5,5.5,3.75
12,12,17
12,14,15
25,18.5,10.25
16,16,16
20,24,26
19,13.5,10.75
11,8.5,19.25
2,12,13
15,17.5,13.75
18,17,14.5
16,22,22
24,26,21
16,11,11.5
19,11.5,18.75
21,22.5,17.25
19,11.5,16.75
2,12,19
16,24,18
15,22.5,15.25
12,13,10.5
12,20,14
13,15.5,12.75
21,22.5,18.25
20,16,20
12,18,10
13,8.5,17.25
10,9,16.5
9,7.5,17.75
18,13,16.5
9,9.5,12.75
13,19.5,16.75
26,19,15.5
5,6.5,11.25
12,18,15
13,8.5,10.25
8,15,21.5
21,15.5,22.75
16,14,20
17,11.5,8.75
17,21.5,19.75
21,22.5,20.25
16,11,19.5
20,13,11.5
17,16.5,13.25
18,13,10.5
11,17.5,19.75
20,14,19
26,16,18
22,21,24.5
6,7,5.5
19,22.5,16.25
13,13.5,18.75
12,11,12.5
28,17,21.5
15,18.5,12.25
28,26,23
12,20,19
12,9,8.5
13,13.5,10.75
12,14,10
15,13.5,21.75
11,16.5,20.25
24,25,22.5
17,10.5,18.25
14,11,11.5
14,10,14
9,11.5,9.75
23,17.5,20.75
7,5.5,8.75
23,17.5,15.75
9,19.5,11.75
23,20.5,16.25
16,12,17
23,24.5,24.25
20,21,22.5
14,19,19.5
15,22.5,17.25
12,16,14
19,24.5,19.25
19,20.5,19.25
11,9.5,18.75
7,7.5,14.75
7,7.5,17.75
20,12,20
12,8,18
21,21.5,24.75
19,17.5,14.75
19,25.5,21.75
5,5.5,7.75
23,13.5,15.75
19,12.5,14.25
20,26,25
18,14,16
23,20.5,15.25
15,15.5,22.75
7,9.5,18.75
2,16,14
11,16.5,19.25
30,29,19.5
16,16,13
16,15,8.5
22,19,19.5
20,20,23
19,13.5,14.75
15,13.5,9.75
12,10,14
6,19,23.5
13,18.5,16.25
15,10.5,11.25
23,22.5,26.25
8,8,19
15,20.5,11.25
20,23,22.5
13,16.5,12.25
4,5,6.5
14,19,19.5
17,10.5,11.25
10,12,7
12,15,12.5
20,13,16.5
14,16,17
22,15,9.5
12,9,11.5
18,14,9
7,6.5,6.25
9,9.5,13.75
17,10.5,13.25
27,22.5,13.25
4,18,13
22,27,16.5
14,12,21
7,11.5,16.75
12,8,19
11,7.5,15.75
9,12.5,7.25
23,25.5,24.75
21,20.5,24.25
19,22.5,19.25
14,16,20
20,13,14.5
29,26.5,21.25
17,21.5,15.75
12,19,24.5
10,15,15.5
21,25.5,21.75
21,25.5,17.75
13,18.5,10.25
17,24.5,23.25
14,11,17.5
24,25,25.5
7,10.5,14.25
7,11.5,18.75
13,19.5,11.75
15,10.5,10.25
17,20.5,23.25
12,16,17
16,18,23
15,9.5,11.75
18,17,20.5
10,14,10
13,14.5,12.25
14,13,10.5
8,11,9.5
9,8.5,7.25
8,8,7
15,12.5,18.25
9,7.5,8.75
28,30,24
23,20.5,20.25
7,7.5,17.75
25,22.5,24.25
19,21.5,24.75
15,20.5,25.25
19,25.5,19.75
15,20.5,21.25
12,16,20
21,18.5,11.25
16,13,9.5
17,22.5,13.25
11,20.5,17.25
14,11,18.5
14,10,19
15,14.5,21.25
24,25,22.5
13,13.5,16.75
26,20,11
10,18,19
15,17.5,21.75
3,13.5,9.75
14,10,19
9,11.5,15.75
15,21.5,21.75
16,23,14.5
12,22,12
12,15,12.5
10,15,21.5
25,28.5,19.25
9,18.5,11.25
9,14.5,21.25
4,13,11.5
25,24.5,21.25
23,22.5,16.25
18,25,24.5
13,20.5,19.25
18,16,18
10,14,22
13,15.5,15.75
22,21,12.5
14,17,10.5
5,14.5,21.25
18,25,27.5
11,20.5,15.25
24,16,9
6,9,16.5
17,21.5,15.75
9,14.5,22.25
26,22,19
7,18.5,19.25
16,14,20
6,16,9
26,16,22
13,14.5,8.25
9,18.5,19.25
18,18,18
22,18,12
2,13,20.5
7,8.5,7.25
6,9,8.5
14,21,13.5
18,17,11.5
8,16,14
25,26.5,18.25
13,9.5,14.75
12,20,18
5,16.5,13.25
18,22,17
6,12,10
5,12.5,10.25
16,13,7.5
21,23.5,23.75
12,12,13
13,9.5,9.75
15,9.5,12.75
11,20.5,18.25
13,17.5,13.75
16,21,14.5
10,10,18
15,23.5,23.75
14,10,20
15,14.5,8.25
27,26.5,24.25
20,19,11.5
5,13.5,12.75
15,17.5,17.75
17,22.5,25.25
22,16,15
18,16,12
25,14.5,20.25
8,15,15.5
12,20,15
15,10.5,18.25
22,25,25.5
7,18.5,11.25
12,19,16.5
13,10.5,12.25
14,18,15
18,23,12.5
17,23.5,22.75
16,10,8
25,15.5,17.75
22,20,11
15,18.5,20.25
24,21,18.5
14,9,12.5
19,16.5,14.25
17,14.5,22.25
21,25.5,17.75
22,22,23
13,13.5,18.75
14,10,17
9,6.5,18.25
17,19.5,17.75
21,24.5,21.25
6,6,8
7,16.5,14.25
22,15,10.5
16,21,14.5
28,17,11.5
5,18.5,10.25
14,14,12
17,20.5,21.25
18,13,20.5
13,22.5,12.25
20,12,16
16,11,17.5
25,15.5,22.75
23,14.5,22.25
9,18.5,11.25
15,10.5,12.25
20,20,18
29,20.5,14.25
14,13,15.5
18,22,17
19,11.5,11.75
18,23,14.5
15,21.5,24.75
7,8.5,12.25
15,13.5,15.75
15,14.5,20.25
8,10,16
11,14.5,10.25
25,27.5,21.75
22,14,18
26,20,12
10,12,21
6,14,8
11,18.5,18.25
17,22.5,20.25
20,22,15
25,18.5,18.25
6,13,12.5
14,14,19
18,17,14.5
8,6,5
14,11,9.5
17,13.5,21.75
20,22,15
15,14.5,8.25
17,22.5,23.25
11,18.5,21.25
5,9.5,18.75
19,12.5,13.25
14,14,15
26,15,17.5
23,27.5,15.75
13,18.5,14.25
14,9,17.5
15,19.5,17.75
15,14.5,20.25
11,14.5,21.25
15,18.5,20.25
8,10,11
4,4,12
7,5.5,9.75
21,18.5,14.25
9,14.5,15.25
23,22.5,17.25
28,27,25.5
17,22.5,26.25
26,23,26.5
15,14.5,8.25
3,8.5,5.25
16,11,20.5
19,24.5,26.25
13,17.5,15.75
22,27,15.5
17,22.5,12.25
23,18.5,19.25
12,9,16.5
13,10.5,11.25
15,14.5,8.25
27,24.5,23.25
15,12.5,19.25
20,25,14.5
17,20.5,12.25
23,20.5,15.25
25,28.5,15.25
21,24.5,25.25
6,13,20.5
22,26,17
16,12,13
20,22,12
15,17.5,13.75
14,14,10
15,17.5,22.75
17,10.5,7.25
12,21,20.5
22,26,20
16,23,17.5
14,11,10.5
14,16,10
15,11.5,12.75
13,10.5,19.25
10,21,16.5
20,14,17
9,15.5,22.75
2,15,15.5
25,28.5,16.25
5,7.5,12.75
11,16.5,10.25
16,16,16
6,9,19.5
13,11.5,15.75
12,11,7.5
13,13.5,17.75
19,16.5,10.25
4,8,11
14,20,20
17,14.5,16.25
19,12.5,13.25
11,7.5,8.75
20,24,14
23,17.5,9.75
15,19.5,24.75
10,12,15
10,17,19.5
16,17,18.5
12,13,13.5
3,10.5,11.25
11,11.5,11.75
16,12,11
11,18.5,11.25
28,18,18
11,21.5,20.75
4,16,17
25,25.5,27.75
14,10,18
17,16.5,17.25
17,17.5,16.75
11,15.5,14.75
19,21.5,13.75
12,12,21
9,8.5,6.25
14,20,23
15,22.5,19.25
6,14,8
11,9.5,11.75
12,11,17.5
14,13,13.5
14,16,15
16,13,21.5
13,11.5,6.75
26,16,15
15,23.5,20.75
14,10,20
20,26,27
18,18,14
9,19.5,21.75
14,15,21.5
12,12,17
25,14.5,18.25
12,21,19.5
25,23.5,25.75
16,23,23.5
8,14,13
14,17,23.5
25,21.5,20.75
14,14,8
15,15.5,11.75
20,18,16
25,24.5,21.25
4,9,11.5
19,22.5,23.25
15,22.5,16.25
10,14,17
25,16.5,19.25
19,13.5,13.75
22,22,22
11,11.5,17.75
16,24,22
14,19,24.5
22,26,18
15,14.5,19.25
19,18.5,12.25
11,7.5,8.75
15,14.5,8.25
18,22,15
19,12.5,12.25
14,19,24.5
12,14,16
16,16,13
21,20.5,12.25
13,20.5,22.25
8,17,16.5
4,12,9
17,16.5,17.25
17,15.5,9.75
10,10,13
17,17.5,16.75
11,7.5,8.75
6,8,16
28,20,18
7,10.5,17.25
23,24.5,26.25
22,21,22.5
11,10.5,13.25
30,21,13.5
17,23.5,19.75
16,15,17.5
21,22.5,20.25
7,17.5,13.75
7,7.5,14.75
23,17.5,11.75
15,17.5,16.75
22,21,24.5
11,14.5,8.25
21,21.5,19.75
7,14.5,20.25
4,7,4.5
26,27,14.5
14,16,18
23,15.5,22.75
10,7,15.5
10,13,8.5
15,22.5,18.25
15,23.5,12.75
14,14,17
15,23.5,13.75
7,11.5,10.75
19,22.5,25.25
10,10,14
23,16.5,20.25
11,7.5,6.75
20,19,22.5
12,8,14
24,19,11.5
18,17,19.5
24,27,25.5
28,26,26
11,13.5,20.75
11,14.5,11.25
20,19,19.5
3,11.5,18.75
13,15.5,12.75
19,12.5,16.25
19,21.5,20.75
8,16,23
7,8.5,12.25
13,15.5,12.75
16,21,18.5
12,20,14
27,29.5,24.75
15,16.5,18.25
15,10.5,19.25
18,12,12
3,10.5,19.25
21,15.5,20.75
8,17,23.5
25,19.5,18.75
8,11,19.5
16,12,19
17,23.5,21.75
21,23.5,18.75
17,21.5,12.75
27,17.5,17.75
23,15.5,22.75
23,21.5,11.75
18,16,16
15,17.5,12.75
15,16.5,17.25
24,21,13.5
25,19.5,23.75
24,28,19
5,11.5,16.75
10,21,21.5
17,10.5,9.25
9,6.5,8.25
25,14.5,9.25
10,20,24
15,18.5,19.25
18,14,22
17,16.5,15.25
26,19,10.5
18,22,19
10,9,14.5
7,18.5,13.25
24,22,20
25,14.5,18.25
20,22,22
15,11.5,17.75
27,18.5,10.25
24,24,15
8,9,5.5
14,12,17
13,11.5,6.75
23,14.5,19.25
9,20.5,12.25
22,22,15
24,15,17.5
8,13,12.5
19,22.5,24.25
20,23,24.5
27,27.5,17.75
15,23.5,23.75
12,10,17
18,24,14
17,20.5,21.25
12,18,18
13,22.5,26.25
22,23,26.5
18,11,19.5
25,18.5,17.25
4,15,19.5
6,8,10
23,25.5,20.75
19,14.5,18.25
17,20.5,13.25
16,19,13.5
26,19,21.5
8,14,16
9,13.5,19.75
18,24,24
18,12,18
17,15.5,21.75
27,29.5,29.75
22,27,26.5
14,21,12.5
14,12,14
15,11.5,20.75
15,10.5,17.25
26,18,15
20,19,15.5
24,22,18
10,15,13.5
17,15.5,20.75
13,19.5,23.75
16,14,22
16,23,20.5
17,24.5,26.25
9,10.5,8.25
19,20.5,18.25
3,4.5,7.25
25,21.5,16.75
9,9.5,8.75
23,13.5,10.75
13,17.5,9.75
26,22,23
5,12.5,15.25
18,11,15.5
14,10,18
21,24.5,15.25
12,16,11
23,14.5,15.25
26,17,11.5
18,21,24.5
15,23.5,21.75
12,9,5.5
26,17,20.5
8,17,13.5
16,12,8
15,23.5,15.75
16,14,10
5,10.5,6.25
16,18,13
18,23,26.5
26,15,9.5
17,21.5,25.75
11,14.5,10.25
18,16,14
7,8.5,16.25
22,15,20.5
8,10,15
20,19,23.5
25,26.5,27.25
15,13.5,10.75
9,18.5,24.25
10,11,18.5
17,10.5,14.25
20,12,15
6,12,21
8,8,14
9,9.5,13.75
12,22,24
23,27.5,15.75
16,23,15.5
16,10,8
24,16,10
16,20,12
15,18.5,18.25
21,21.5,11.75
27,26.5,28.25
15,13.5,14.75
21,24.5,13.25
19,23.5,17.75
13,9.5,11.75
10,14,11
13,17.5,12.75
12,11,20.5
17,16.5,17.25
7,17.5,11.75
18,24,13
17,21.5,22.75
6,19,19.5
18,19,21.5
7,17.5,20.75
14,13,8.5
13,12.5,15.25
20,20,16
22,20,12
16,18,11
21,24.5,25.25
19,22.5,12.25
12,10,10
15,14.5,15.25
16,15,20.5
5,7.5,4.75
9,8.5,7.25
11,9.5,5.75
18,12,18
18,15,11.5
18,14,20
6,7,10.5
19,25.5,13.75
16,22,14
22,26,22
13,11.5,6.75
22,17,20.5
10,10,15
9,17.5,10.75
14,14,14
12,16,16
18,11,13.5
15,20.5,22.25
28,17,17.5
24,25,25.5
29,24.5,21.25
15,14.5,13.25
24,20,17
15,22.5,24.25
25,14.5,16.25
15,22.5,15.25
20,19,23.5
19,23.5,22.75
22,13,19.5
6,5,3.5
20,20,18
21,16.5,16.25
10,13,11.5
17,11.5,7.75
13,21.5,24.75
14,22,24
14,20,12
18,12,20
17,18.5,18.25
17,21.5,15.75
5,4.5,14.25
16,15,19.5
17,19.5,16.75
25,22.5,20.25
19,12.5,18.25
15,15.5,14.75
23,13.5,21.75
18,20,13
17,14.5,9.25
15,15.5,8.75
19,12.5,7.25
12,8,14
14,16,12
17,18.5,21.25
13,14.5,8.25
23,23.5,14.75
8,10,13
17,11.5,18.75
20,20,12
30,24,16
22,17,13.5
9,9.5,19.75
16,18,15
21,18.5,21.25
19,16.5,19.25
21,25.5,27.75
6,18,15
20,18,20
16,18,18
11,16.5,21.25
15,9.5,5.75
18,18,18
8,14,9
21,20.5,17.25
22,24,17
11,16.5,15.25
20,24,13
25,28.5,28.25
18,19,21.5
8,12,20
15,15.5,13.75
14,14,14
17,22.5,25.25
14,23,19.5
15,15.5,13.75
11,21.5,20.75
25,19.5,24.75
18,21,17.5
14,18,15
28,25,26.5
16,23,26.5
26,26,22
9,10.5,17.25
17,18.5,11.25
24,17,19.5
19,24.5,17.25
24,19,22.5
24,20,16
6,17,15.5
6,6,10
7,11.5,11.75
24,23,14.5
4,5,10.5
22,26,16
9,9.5,19.75
12,22,26
23,16.5,9.25
8,17,9.5
16,18,23
18,16,22
12,22,12
13,18.5,12.25
13,13.5,14.75
10,9,9.5
11,15.5,14.75
18,12,9
11,17.5,23.75
11,21.5,24.75
30,25,13.5
21,16.5,23.25
18,17,11.5
18,25,23.5
24,23,20.5
23,27.5,23.75
5,11.5,10.75
24,21,19.5
17,15.5,9.75
16,15,14.5
27,20.5,21.25
10,15,20.5
16,10,18
12,19,11.5
16,11,12.5
16,13,10.5
15,18.5,10.25
17,19.5,24.75
11,11.5,11.75
6,8,17
22,18,24
30,18,15
23,23.5,14.75
16,15,9.5
25,25.5,27.75
16,21,19.5
11,15.5,22.75
6,8,9
12,9,14.5
4,9,18.5
13,15.5,13.75
13,21.5,24.75
12,14,16
20,13,9.5
7,8.5,11.25
8,20,25
18,13,12.5
17,14.5,13.25
18,14,20
22,21,20.5
23,25.5,24.75
12,18,23
25,21.5,12.75
16,18,21
19,15.5,16.75
12,15,17.5
15,19.5,18.75
15,23.5,14.75
2,3,12.5
10,11,14.5
11,12.5,19.25
21,16.5,23.25
14,13,21.5
24,17,21.5
22,14,21
17,23.5,15.75
8,11,6.5
23,23.5,22.75
21,18.5,13.25
23,24.5,15.25
11,14.5,12.25
25,20.5,13.25
13,12.5,9.25
8,13,14.5
20,25,23.5
11,14.5,13.25
25,15.5,19.75
11,10.5,9.25
13,17.5,21.75
18,21,11.5
27,17.5,19.75
21,24.5,17.25
21,16.5,11.25
13,13.5,21.75
17,20.5,18.25
9,15.5,8.75
18,16,20
17,23.5,12.75
16,11,6.5
12,16,11
25,15.5,20.75
16,23,19.5
25,28.5,17.25
19,19.5,15.75
7,13.5,9.75
24,22,22
9,6.5,14.25
22,17,14.5
23,26.5,27.25
22,15,21.5
11,12.5,15.25
14,15,21.5
21,16.5,14.25
9,8.5,7.25
18,15,9.5
19,25.5,17.75
17,13.5,20.75
23,13.5,15.75
30,26,21
6,13,7.5
15,16.5,13.25
16,15,22.5
24,23,12.5
18,15,15.5
16,14,20
14,15,11.5
9,8.5,8.25
11,17.5,14.75
19,16.5,23.25
25,19.5,14.75
22,13,15.5
8,8,17
12,15,13.5
12,18,14
25,23.5,16.75
17,11.5,8.75
5,15.5,18.75
18,19,15.5
17,15.5,11.75
22,22,23
15,17.5,20.75
22,14,18
17,21.5,21.75
17,14.5,17.25
9,9.5,17.75
24,17,12.5
26,26,21
15,20.5,14.25
25,22.5,25.25
16,24,13
9,16.5,19.25
14,15,10.5
16,16,15
10,15,11.5
25,23.5,14.75
16,19,15.5
24,25,21.5
13,8.5,13.25
5,17.5,13.75
12,11,18.5
13,10.5,18.25
20,21,11.5
9,19.5,19.75
16,16,17
10,15,14.5
20,24,14
17,11.5,20.75
23,21.5,15.75
19,19.5,20.75
26,25,20.5
13,10.5,20.25
10,7,6.5
19,20.5,14.25
5,8.5,6.25
20,14,14
9,15.5,21.75
17,14.5,12.25
18,23,21.5
5,8.5,12.25
8,8,14
18,14,17
27,21.5,21.75
25,27.5,22.75
4,14,15
4,14,11
17,20.5,19.25
10,18,16
7,6.5,8.25
16,24,25
16,22,23
10,15,20.5
14,17,22.5
27,23.5,23.75
17,15.5,22.75
8,6,13
27,21.5,16.75
17,24.5,13.25
28,28,29
21,16.5,15.25
18,23,17.5
21,12.5,7.25
20,25,20.5
13,8.5,18.25
18,13,18.5
4,5,16.5
22,17,18.5
15,16.5,10.25
13,9.5,19.75
14,10,9
15,13.5,12.75
21,14.5,16.25
27,18.5,22.25
17,13.5,9.75
14,20,14
8,8,16
25,22.5,12.25
7,13.5,15.75
5,9.5,16.75
10,17,17.5
23,18.5,13.25
27,23.5,26.75
13,17.5,20.75
24,22,18
16,19,22.5
4,18,20
16,23,24.5
13,19.5,23.75
11,14.5,22.25
10,15,14.5
11,16.5,21.25
23,21.5,23.75
18,15,22.5
28,16,12
16,10,17
21,14.5,21.25
17,15.5,16.75
21,18.5,14.25
17,14.5,21.25
19,25.5,27.75
26,16,17
20,23,25.5
25,23.5,14.75
12,10,6
18,21,21.5
24,22,12
24,19,18.5
18,13,17.5
25,25.5,27.75
14,10,6
13,11.5,9.75
17,18.5,19.25
19,12.5,16.25
11,21.5,11.75
14,20,13
17,24.5,25.25
14,14,18
6,7,15.5
4,18,11
21,22.5,18.25
16,12,7
17,10.5,18.25
14,20,17
26,29,15.5
24,27,18.5
22,18,15
15,23.5,20.75
18,25,13.5
17,17.5,10.75
15,15.5,12.75
23,25.5,14.75
21,14.5,16.25
10,20,24
22,14,21
29,28.5,29.25
22,19,10.5
14,14,22
14,10,18
20,22,19
22,18,10
24,24,21
20,13,21.5
24,27,17.5
14,21,22.5
16,10,18
23,20.5,15.25
12,14,9
16,23,24.5
16,24,19
23,25.5,23.75
15,11.5,8.75
18,23,21.5
6,19,17.5
14,12,12
15,17.5,14.75
20,16,22
10,11,13.5
14,22,12
18,19,14.5
25,23.5,26.75
22,25,16.5
7,5.5,3.75
12,13,17.5
23,15.5,14.75
15,16.5,20.25
18,21,21.5
16,11,19.5
6,11,6.5
14,11,8.5
18,13,21.5
17,19.5,19.75
6,16,18
23,20.5,19.25
19,14.5,9.25
18,14,14
12,17,16.5
8,12,11
27,15.5,14.75
21,14.5,18.25
12,12,7
23,16.5,15.25
25,20.5,16.25
25,20.5,21.25
3,7.5,7.75
14,13,14.5
11,8.5,14.25
28,18,24
17,24.5,22.25
14,9,9.5
26,16,12
18,22,24
6,14,21
24,27,24.5
22,21,11.5
5,7.5,10.75
25,20.5,16.25
28,23,16.5
5,13.5,17.75
21,15.5,9.75
10,16,18
22,17,22.5
19,20.5,20.25
19,25.5,23.75
8,17,19.5
19,24.5,23.25
21,24.5,18.25
18,24,13
13,20.5,11.25
16,11,17.5
27,20.5,12.25
22,14,20
15,20.5,21.25
25,22.5,23.25
17,16.5,22.25
25,18.5,19.25
11,14.5,20.25
13,22.5,15.25
20,18,20
19,24.5,17.25
3,8.5,6.25
20,22,12
21,19.5,12.75
24,28,24
20,21,11.5
13,15.5,19.75
14,18,21
11,19.5,10.75
10,7,5.5
20,25,17.5
29,19.5,20.75
20,23,21.5
22,24,24
17,15.5,10.75
14,9,18.5
10,8,14
22,26,17
19,18.5,15.25
17,18.5,14.25
26,16,18
7,5.5,6.75
8,13,14.5
16,23,17.5
19,16.5,20.25
16,18,15
7,17.5,21.75
17,21.5,24.75
11,10.5,14.25
29,29.5,18.75
19,18.5,17.25
14,12,11
12,17,11.5
18,16,22
8,16,23
8,7,11.5
17,24.5,13.25
12,17,18.5
20,13,20.5
8,11,12.5
10,16,15
9,16.5,20.25
16,17,17.5
20,18,20
6,15,8.5
25,18.5,18.25
17,12.5,12.25
14,11,14.5
26,23,20.5
16,19,13.5
13,18.5,24.25
15,20.5,12.25
17,18.5,12.25
25,21.5,24.75
8,19,13.5
13,15.5,17.75
23,15.5,22.75
19,13.5,15.75
20,14,18
25,20.5,14.25
5,11.5,12.75
19,25.5,15.75
26,16,12
13,17.5,12.75
10,16,13
12,22,20
18,22,19
23,14.5,15.25
10,12,18
17,13.5,7.75
9,13.5,16.75
16,15,13.5
18,24,13
21,23.5,12.75
9,17.5,9.75
8,8,7
18,22,19
10,20,19
14,15,14.5
30,18,22
9,10.5,14.25
21,23.5,24.75
15,22.5,14.25
9,9.5,13.75
22,15,12.5
3,3.5,11.75
24,24,22
3,8.5,9.25
14,20,25
22,16,22
14,11,7.5
18,22,25
19,16.5,17.25
14,9,18.5
23,16.5,23.25
18,21,16.5
5,6.5,15.25
17,24.5,15.25
19,22.5,14.25
14,12,16
16,16,13
18,16,12
15,12.5,17.25
13,9.5,12.75
9,14.5,19.25
16,18,14
28,28,27
9,9.5,17.75
16,23,15.5
26,15,10.5
26,28,15
19,23.5,17.75
10,19,16.5
22,17,22.5
21,13.5,12.75
15,15.5,9.75
16,22,18
21,24.5,25.25
10,11,18.5
15,9.5,18.75
8,13,12.5
16,24,22
18,12,18
24,25,21.5
15,12.5,17.25
20,14,21
14,19,11.5
21,15.5,20.75
16,11,10.5
4,11,11.5
21,20.5,11.25
13,8.5,12.25
16,24,17
12,22,24
27,23.5,22.75
25,20.5,23.25
18,15,8.5
14,17,14.5
9,15.5,18.75
21,21.5,15.75
14,23,23.5
3,6.5,10.25
18,12,8
18,11,20.5
17,12.5,12.25
21,20.5,25.25
8,14,19
20,25,16.5
19,14.5,22.25
14,13,8.5
21,17.5,14.75
15,20.5,21.25
